Текст	Номер предложения в тексте	Слово	Номер слова	Разметчик	Тэги	Ошибка
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	и	4			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	так	5			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	и	6			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	так	7			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	эти	8			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	все	9			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	темы	10			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	друга	11			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	и	12			
 - ( - , - ), Evgenya_new_tagg _A3 2597	22	дружбы	13			
 - ( - , - ), Evgenya_new_tagg _A3 2597	23	Без	1			
 - ( - , - ), Evgenya_new_tagg _A3 2597	23	друга	2			
 - ( - , - ), Evgenya_new_tagg _A3 2597	23	без	3			
 - ( - , - ), Evgenya_new_tagg _A3 2597	23	жизнь	4			
 - ( - , - ), Evgenya_new_tagg _A3 2597	23	можно	5			
 - ( - , - ), Evgenya_new_tagg _A3 2597	23	сказать	6			
 - ( - , - ), Evgenya_new_tagg _A3 2597	24	Это	1			
 - ( - , - ), Evgenya_new_tagg _A3 2597	24	причина	2			
 - ( - , - ), Evgenya_new_tagg _A3 2597	24	тебе	3			
 - ( - , - ), Evgenya_new_tagg _A3 2597	24	надо	4			
 - ( - , - ), Evgenya_new_tagg _A3 2597	24	гругу	5			
 - ( - , - ), Evgenya_new_tagg _A3 2597	24	относиться	6			
 - ( - , - ), Evgenya_new_tagg _A3 2597	24	хорошо	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	1	Что	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	1	такое	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	1	друг	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	2	Что	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	2	такое	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	2	друг	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	Это	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	очень	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	трудный	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	вопрос	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	потому	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	что	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	никто	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	может	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	дать	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	самый	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	хороший	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	3	ответ	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	Слобарь	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	можеть	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	сказать	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	друг	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	человек	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	с	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	которым	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	ты	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	отношешься	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	4	дружбой	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	5	Хорошо	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	6	Это	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	6	не	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	6	объяснит	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	6	ничего	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	Но	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	я	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	думаю	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	что	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	каждому	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	человеку	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	друг	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	не	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	значет	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	не	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	совсем	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	7	равно	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	8	Иногда	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	8	я	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	8	стану	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	8	хотеть	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	8	разговоривать	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	8	с	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	8	кем-то	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	Мне	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	чувствовал	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	так	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	потому	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	что	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	я	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	хочу	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	слушать	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	от	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	них	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	потому	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	что	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	я	13			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	хочу	14			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	говорить	15			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	о	16			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	моей	17			
 - ( - , - ), Evgenya_old_tagg _A3 2597	9	сторий	18			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	Иногда	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	я	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	не	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	рад	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	и	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	хочется	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	мне	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	кого-то	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	объяснять	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	мое	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	10	условие	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	Я	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	думаю	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	что	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	мои	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	друзья	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	люди	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	которые	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	будят	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	рассказать	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	со	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	мной	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	в	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	такой	13			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	времени	14			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	и	15			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	люди	16			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	с	17			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	которым	18			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	я	19			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	может	20			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	чувствовать	21			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	лучше	22			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	после	23			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	наши	24			
 - ( - , - ), Evgenya_old_tagg _A3 2597	11	разговоры	25			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	Но	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	я	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	совсем	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	согласить	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	что	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	человек	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	не	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	всегда	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	относит	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	к	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	другу	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	12	хорошо	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	Война	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	и	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	Мир	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	имени	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	великого	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	романа	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	Толстого	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	тоже	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	объснит	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	отношение	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	13	дружбы	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	Обязательно	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	что	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	друзья	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	ссорятся	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	и	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	договориваются	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	на	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	14	соглашение	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	15	Иногда	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	15	ссор	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	15	проводит	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	15	трагедию	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	В	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	самом	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	плохом	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	случае	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	результат	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	дружбы	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	смерть	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	друга	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	или	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	смерть	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	своё	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	как	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	случай	13			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	Ленского	14			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	и	15			
 - ( - , - ), Evgenya_old_tagg _A3 2597	16	Онегина	16			
 - ( - , - ), Evgenya_old_tagg _A3 2597	17	Самое	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	17	главное	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	17	окончить	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	17	ссор	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	17	перед	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	17	чем-то	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	17	плохой	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	Обычно	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	ссор	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	нет	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	главная	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	проблема	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	дружбы	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	если	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	их	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	дружба	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	18	правая	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	По	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	ко	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	Кто-то	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	скажит	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	что	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	ссор	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	очень	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	важное	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	участие	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	дружбы	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	потому	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	что	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	от	13			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	ссора	14			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	друг	15			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	другому	16			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	они	17			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	знают	18			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	и	19			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	учат	20			
 - ( - , - ), Evgenya_old_tagg _A3 2597	19	больше	21			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	Ну	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	я	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	уверен	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	что	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	ссор	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	нет	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	только	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	тема	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	20	друга	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	21	Друг	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	21	хороший	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	21	друг	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	21	лучше	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	21	делает	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	21	вашу	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	21	жизнь	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	Разговоры	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	любовь	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	путешествование	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	и	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	так	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	и	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	так	7			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	эти	8			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	все	9			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	темы	10			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	друга	11			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	и	12			
 - ( - , - ), Evgenya_old_tagg _A3 2597	22	дружбы	13			
 - ( - , - ), Evgenya_old_tagg _A3 2597	23	Без	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	23	друга	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	23	без	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	23	жизнь	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	23	можно	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	23	сказать	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	24	Это	1			
 - ( - , - ), Evgenya_old_tagg _A3 2597	24	причина	2			
 - ( - , - ), Evgenya_old_tagg _A3 2597	24	тебе	3			
 - ( - , - ), Evgenya_old_tagg _A3 2597	24	надо	4			
 - ( - , - ), Evgenya_old_tagg _A3 2597	24	гругу	5			
 - ( - , - ), Evgenya_old_tagg _A3 2597	24	относиться	6			
 - ( - , - ), Evgenya_old_tagg _A3 2597	24	хорошо	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	1	Что	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	1	такое	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	1	друг	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	2	Что	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	2	такое	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	2	друг	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	Это	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	очень	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	трудный	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	вопрос	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	потому	5	Annotator2	lex	потому   что
 - ( - , - ), Ivan_new_tagg _A3 2597	3	что	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	никто	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	может	8	Annotator2	constrcalque	может
 - ( - , - ), Ivan_new_tagg _A3 2597	3	дать	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	самый	10	Annotator2	lex	самый   хороший
 - ( - , - ), Ivan_new_tagg _A3 2597	3	хороший	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	3	ответ	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	4	Слобарь	1	Annotator2	orpho/typo/graph	Слобарь
 - ( - , - ), Ivan_new_tagg _A3 2597	4	можеть	2	Annotator2	tense	можеть   сказать
 - ( - , - ), Ivan_new_tagg _A3 2597	4	сказать	3	Annotator2	syntax	,
 - ( - , - ), Ivan_new_tagg _A3 2597	4	друг	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	4	человек	5	Annotator2	ref	человек
 - ( - , - ), Ivan_new_tagg _A3 2597	4	с	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	4	которым	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	4	ты	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	4	отношешься	9	Annotator2	lex	отношешься
 - ( - , - ), Ivan_new_tagg _A3 2597	4	дружбой	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	5	Хорошо	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	6	Это	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	6	не	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	6	объяснит	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	6	ничего	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	Но	1	Annotator2	non-clear	Но   я   думаю,   что   каждому   человеку   друг   не   значет   не   совсем   равно
 - ( - , - ), Ivan_new_tagg _A3 2597	7	я	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	думаю	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	что	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	каждому	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	человеку	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	друг	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	не	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	значет	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	не	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	совсем	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	7	равно	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	8	Иногда	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	8	я	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	8	стану	3	Annotator2	morph	стану   хотеть
 - ( - , - ), Ivan_new_tagg _A3 2597	8	хотеть	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	8	разговоривать	5	Annotator2	orpho, lex	разговоривать
 - ( - , - ), Ivan_new_tagg _A3 2597	8	с	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	8	кем-то	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	Мне	1	Annotator2	ref	Мне
 - ( - , - ), Ivan_new_tagg _A3 2597	9	чувствовал	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	так	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	потому	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	что	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	я	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	хочу	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	слушать	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	от	9	Annotator2	gov	от   них
 - ( - , - ), Ivan_new_tagg _A3 2597	9	них	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	потому	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	что	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	я	13			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	хочу	14			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	говорить	15	Annotator2	lex	говорить
 - ( - , - ), Ivan_new_tagg _A3 2597	9	о	16			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	моей	17			
 - ( - , - ), Ivan_new_tagg _A3 2597	9	сторий	18	Annotator2	orphocalque	сторий
 - ( - , - ), Ivan_new_tagg _A3 2597	10	Иногда	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	10	я	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	10	не	3	Annotator2	lex	не   рад
 - ( - , - ), Ivan_new_tagg _A3 2597	10	рад	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	10	и	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	10	хочется	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	10	мне	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	10	кого-то	8	Annotator2	gov	кого-то
 - ( - , - ), Ivan_new_tagg _A3 2597	10	объяснять	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	10	мое	10	Annotator2	lex	мое   условие
 - ( - , - ), Ivan_new_tagg _A3 2597	10	условие	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	Я	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	думаю	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	что	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	мои	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	друзья	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	люди	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	которые	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	будят	8	Annotator2	orpho	будят
 - ( - , - ), Ivan_new_tagg _A3 2597	11	будят	8	Annotator2	lex, tense	будят   рассказать
 - ( - , - ), Ivan_new_tagg _A3 2597	11	рассказать	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	со	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	мной	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	в	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	такой	13			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	времени	14	Annotator2	lex	времени
 - ( - , - ), Ivan_new_tagg _A3 2597	11	и	15	Annotator2	constr	люди   с   которым   я   может   чувствовать   лучше   после   наши   разговоры
 - ( - , - ), Ivan_new_tagg _A3 2597	11	люди	16			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	с	17			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	которым	18			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	я	19			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	может	20	Annotator2	morph	может   чувствовать
 - ( - , - ), Ivan_new_tagg _A3 2597	11	чувствовать	21			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	лучше	22			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	после	23			
 - ( - , - ), Ivan_new_tagg _A3 2597	11	наши	24	Annotator2	gov	наши   разговоры
 - ( - , - ), Ivan_new_tagg _A3 2597	11	разговоры	25			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	Но	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	я	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	совсем	3	Annotator2	lex	совсем
 - ( - , - ), Ivan_new_tagg _A3 2597	12	согласить	4	Annotator2	morph	согласить
 - ( - , - ), Ivan_new_tagg _A3 2597	12	что	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	человек	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	не	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	всегда	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	относит	9	Annotator2	ref	относит
 - ( - , - ), Ivan_new_tagg _A3 2597	12	к	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	другу	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	12	хорошо	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	Война	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	и	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	Мир	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	имени	4	Annotator2	constr	имени   великого   романа
 - ( - , - ), Ivan_new_tagg _A3 2597	13	великого	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	романа	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	Толстого	7			
